id_no,client_zip_codes,organization,org_address1,org_address2,org_city,org_state,org_zip_code,org_telephone,org_coordinates,org_hours,hours_notes,assist_id,assistance,status_id,status,status_date,status_text,requirements,is_first_bold,is_first_red,webpage,googlemaps,org_email,org_county,zip_neighborhoods,org_parent,org_neighborhood
74,"[""99999""]",BakerRipley Angelita Fraga Pre-K,209 N York Street,,Houston,TX,77003,713-229-8891,"29.75328109688815, -95.33670908292915","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:45"",""close"":""15:45""}]}",,43,Education - Children,1,ACTIVE,07/21/2025,Verified online,Enrollment is free and open to children from 3 years old to 8th grade.,FALSE,FALSE,https://bakerripley.org/locations/fraga-angelita-pre-k/,"https://www.google.com/maps/place/209+N+York+St,+Houston,+TX+77003/@29.7531274,-95.3392518,17z/data=!3m1!4b1!4m6!3m5!1s0x8640bec226167a03:0x2007e1cd959c8d7f!8m2!3d29.7531228!4d-95.3366769!16s%2Fg%2F11c0zqjc8l?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Harris,"East Downtown, Downtown Houston, Second Ward, South Central Houston, South Side",BakerRipley,South Central Houston
75,"[""99999""]",BakerRipley Community School Gulfton,6500 Rookin Street,,Houston,TX,77074,713-273-3731,"29.711202566582127, -95.49719358956052","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:45"",""close"":""15:45""}]}",,43,Education - Children,1,ACTIVE,07/21/2025,Verified online,Enrollment is free and open to children from 3 years old to 8th grade.,FALSE,FALSE,https://bakerripley.org/programs-and-services/community-schools/,"https://www.google.com/maps/place/6500+Rookin+St,+Houston,+TX+77074/@29.7111711,-95.4978507,19z/data=!4m6!3m5!1s0x8640c2379594d1f5:0x6035d300bf22db36!8m2!3d29.7111665!4d-95.497207!16s%2Fg%2F11wx041dbm?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Harris,"Braeburn, Robindell, Sharpstown",BakerRipley,Sharpstown
76,"[""99999""]",BakerRipley Community School Ripley House,4414 Navigation Blvd,,Houston,TX,77011,713-315-6429 (Elementary) & 713-315-6430 (Middle),"29.75200120984814, -95.32843567596963","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:45"",""close"":""15:45""}]}",,43,Education - Children,1,ACTIVE,07/21/2025,Verified online,Enrollment is free and open to children from 3 years old to 8th grade.,FALSE,FALSE,https://bakerripley.org/programs-and-services/community-schools/,"https://www.google.com/maps/place/4414+Navigation+Blvd,+Houston,+TX+77011/@29.7519488,-95.3290606,19z/data=!4m6!3m5!1s0x8640bebe2d110c5b:0xc782a5be663ced9!8m2!3d29.7519442!4d-95.3284169!16s%2Fg%2F11bw4c2lr8?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Harris,"Eastwood, Magnolia Park, Second Ward, South Central Houston",BakerRipley,South Central Houston
77,"[""99999""]",BakerRipley East Aldine,3000 Aldine Mail Route Road,,Houston,TX,77039,346-570-4463,"29.90234986030627, -95.34355557114321",,Check website for dates and times of Food Fair,13,Food,1,ACTIVE,07/21/2025,Verified online,"Food Fairs held every month at each BakerRipley Community Center.  But it is very difficult to tell from the website the dates, times and locations of the Food Fairs.
Must meet Houston Food Bank income guidelines and complete a registration form.",FALSE,FALSE,https://bakerripley.org/locations/east-aldine-campus/#location-contact,"https://www.google.com/maps/place/BakerRipley+East+Aldine+Campus/@29.9021917,-95.3461412,17z/data=!3m1!4b1!4m6!3m5!1s0x8640b740344d7061:0x91e51a475ada0800!8m2!3d29.9021871!4d-95.3435663!16s%2Fg%2F11hdk_8pl3?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Harris,"Airline, Aldine, Fairgreen, High Meadows",BakerRipley,High Meadows
78,"[""99999""]",BakerRipley East Aldine,3000 Aldine Mail Route Road,,Houston,TX,77039,346-570-4463,"29.90234986030627, -95.34355557114321","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""18:00""},{""days"":[""Sa""],""open"":""09:00"",""close"":""15:00""}]}",Jan 30th thru Apr 15th.  Walk-ins only,65,Other,1,ACTIVE,01/11/2026,Verified online,"Free income tax preparation assistance.
Must make less than $58,000 per year.
Check website for 18 other locations.",FALSE,FALSE,https://bakerripley.org/programs-and-services/tax-assistance/,"https://www.google.com/maps/place/BakerRipley+East+Aldine+Campus/@29.9021917,-95.3461412,17z/data=!3m1!4b1!4m6!3m5!1s0x8640b740344d7061:0x91e51a475ada0800!8m2!3d29.9021871!4d-95.3435663!16s%2Fg%2F11hdk_8pl3?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Harris,"Airline, Aldine, Fairgreen, High Meadows",BakerRipley,High Meadows
79,"[""99999""]",BakerRipley East Aldine,3000 Aldine Mail Route Road,,Houston,TX,77039,346-570-4463,"29.90234986030627, -95.34355557114321","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""10:00"",""close"":""19:00""}]}",,65,Other,1,ACTIVE,01/11/2026,Verified online,"Entrepreneur Connection helps starting a business.
Includes providing education, business coaching, networking events, resources and access to capital.  ",FALSE,FALSE,https://bakerripley.org/locations/east-aldine-campus/#location-contact,"https://www.google.com/maps/place/BakerRipley+East+Aldine+Campus/@29.9021917,-95.3461412,17z/data=!3m1!4b1!4m6!3m5!1s0x8640b740344d7061:0x91e51a475ada0800!8m2!3d29.9021871!4d-95.3435663!16s%2Fg%2F11hdk_8pl3?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Harris,"Airline, Aldine, Fairgreen, High Meadows",BakerRipley,High Meadows
80,"[""99999""]",BakerRipley Gulfton,6200 Savoy Drive,Suite 1200,Houston,TX,77036,346-867-3871,"29.7145284430229, -95.50600215023391","{""regular"":[{""days"":[""Mo""],""open"":""09:00"",""close"":""17:00""}]}",Consultations are scheduled on the last Monday of each month,55,Immigration,1,ACTIVE,08/10/2025,Verified online,"All new legal clients must first attend a consultation.  This is free of charge and scheduled on the last Monday of each month.
Services include, asylum seekers, permanent residents seeking citizenship, green card renewal, petition for a family member, apply for work permit, renew DACA status.
Periodic citizenship forums (limited to first 75 participants) for permanent residents.
Citizenship classes.",FALSE,FALSE,https://bakerripley.org/programs-and-services/immigration-and-citizenship-services/,"https://www.google.com/maps/place/6200+Savoy+Dr,+Houston,+TX+77036/@29.7143316,-95.5077939,19z/data=!4m6!3m5!1s0x8640c24e8ff2311d:0x27eec4e88a1a3647!8m2!3d29.7144668!4d-95.5060075!16s%2Fg%2F11c1jh3lb1?entry=ttu&g_ep=EgoyMDI1MDgwNi4wIKXMDSoASAFQAw%3D%3D",,Harris,"Chinatown, Sharpstown, Westside",BakerRipley,Sharpstown
81,"[""99999""]",BakerRipley Gulfton Sharpstown,6500 Rookin Street,,Houston,TX,77074,713-273-3700,"29.707854430004762, -95.49641342683749",,Check website for dates and times of Food Fair,13,Food,1,ACTIVE,07/21/2025,Verified online,"Food Fairs held every month at each BakerRipley Community Center.  But it is very difficult to tell from the website the dates, times and locations of the Food Fairs.
Must meet Houston Food Bank income guidelines and complete a registration form.",FALSE,FALSE,https://bakerripley.org/programs-and-services/food-and-nutrition/,"https://www.google.com/maps/place/BakerRipley+Gulfton+Sharpstown+Campus/@29.7076447,-95.4990527,17z/data=!3m1!4b1!4m6!3m5!1s0x8640c238494488c9:0xdb9adc004e125734!8m2!3d29.7076401!4d-95.4964778!16s%2Fg%2F1jkw0qjn8?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Harris,"Braeburn, Robindell, Sharpstown",BakerRipley,Sharpstown
82,"[""99999""]",BakerRipley Gulfton Sharpstown,6500 Rookin Street,,Houston,TX,77074,713-273-3700,"29.707854430004762, -95.49641342683749","{""special"":[{""pattern"":""2nd Th"",""open"":""10:00"",""close"":""13:00""}]}",,52,Jobs,1,ACTIVE,01/11/2026,Verified online,"Help job seeker improve skills, find employment and advance careers.",FALSE,FALSE,https://bakerripley.org/programs-and-services/food-and-nutrition/,"https://www.google.com/maps/place/BakerRipley+Gulfton+Sharpstown+Campus/@29.7076447,-95.4990527,17z/data=!3m1!4b1!4m6!3m5!1s0x8640c238494488c9:0xdb9adc004e125734!8m2!3d29.7076401!4d-95.4964778!16s%2Fg%2F1jkw0qjn8?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Harris,"Braeburn, Robindell, Sharpstown",BakerRipley,Sharpstown
83,"[""99999""]",BakerRipley Gulfton Sharpstown,6500 Rookin Street,,Houston,TX,77074,346-867-3871,"29.707863723554745, -95.49641342927949","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th""],""open"":""09:00"",""close"":""17:00""}]}",,55,Immigration,1,ACTIVE,08/10/2025,Verified online,"Social services including signing up for public assistance programs, school enrollments, referrals to other community services and support for crime victims.
Donations of hygiene products including shampoo, toothpaste, diapers, laundry detergent, etc.",FALSE,FALSE,https://bakerripley.org/app/uploads/2025/05/BR-Immigration-Social-Services.pdf,"https://www.google.com/maps/place/BakerRipley+Gulfton+Annex+B/@29.7076447,-95.4990527,17z/data=!4m14!1m7!3m6!1s0x8640c238494488c9:0xdb9adc004e125734!2sBakerRipley+Gulfton+Annex+B!8m2!3d29.7076401!4d-95.4964778!16s%2Fg%2F1jkw0qjn8!3m5!1s0x8640c238494488c9:0xdb9adc004e125734!8m2!3d29.7076401!4d-95.4964778!16s%2Fg%2F1jkw0qjn8?entry=ttu&g_ep=EgoyMDI1MDgwNi4wIKXMDSoASAFQAw%3D%3D",,Harris,"Braeburn, Robindell, Sharpstown",BakerRipley,Sharpstown
84,"[""99999""]",BakerRipley Gulfton Sharpstown,6500 Rookin Street,,Houston,TX,77074,713-273-3700,"29.707854430004762, -95.49641342683749","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""09:00"",""close"":""18:00""},{""days"":[""Sa"",""Su""],""open"":""09:00"",""close"":""15:00""}]}",Jan 20 thru Apr 15th.  Walk-ins only,65,Other,1,ACTIVE,01/11/2026,Verified online,"Free income tax preparation assistance.
Must make less than $58,000 per year.
Check website for 18 other locations.",FALSE,FALSE,https://bakerripley.org/programs-and-services/tax-assistance/,"https://www.google.com/maps/place/BakerRipley+Gulfton+Sharpstown+Campus/@29.7076447,-95.4990527,17z/data=!3m1!4b1!4m6!3m5!1s0x8640c238494488c9:0xdb9adc004e125734!8m2!3d29.7076401!4d-95.4964778!16s%2Fg%2F1jkw0qjn8?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Harris,"Braeburn, Robindell, Sharpstown",BakerRipley,Sharpstown
85,"[""99999""]",BakerRipley Head Start Albury Drive,11125 Albury Drive,,Houston,TX,77096,713-777-8192,"29.65836619720017, -95.4977857443002","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:00"",""close"":""15:00""}]}",,44,Mother & Child,1,ACTIVE,07/21/2025,Verified online,"Childcare
Free, federally funded program covering children from birth to age five.
Must meet income eligibility requirements.",TRUE,FALSE,https://bakerripley.org/programs-and-services/head-start/,"https://www.google.com/maps/place/Albury+Head+Start/@29.6581517,-95.502603,17z/data=!3m1!4b1!4m6!3m5!1s0x8640e9e9f4100001:0x483c982a4db5c0ef!8m2!3d29.6581471!4d-95.4977321!16s%2Fg%2F11hy9ntx15?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Harris,"Brays Oaks, Meyerland, Westbury, Willow Meadows",BakerRipley,Westbury
86,"[""99999""]",BakerRipley Head Start Christine Smith,1000 Pultar Road,,Richmond,TX,77469,832-759-5385,"29.589120818109897, -95.77507571543168","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:00"",""close"":""15:00""}]}",,44,Mother & Child,1,ACTIVE,07/21/2025,Verified online,"Childcare
Free, federally funded program covering children from birth to age five.
Must meet income eligibility requirements.",TRUE,FALSE,https://bakerripley.org/programs-and-services/head-start/,"https://www.google.com/maps/place/Christine+Smith+Early+Head+Start/@29.5889155,-95.7776077,17z/data=!3m1!4b1!4m6!3m5!1s0x86411e8bcee94025:0x9a8bbf3b6b0ded8d!8m2!3d29.5889109!4d-95.7750328!16s%2Fg%2F1tjdrql0?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Fort Bend,"Greatwood, Richmond",BakerRipley,Richmond
87,"[""99999""]",BakerRipley Head Start Cook Road,6959 Cook Road,,Houston,TX,77082,832-351-2794,"29.701442346247674, -95.59494158007175","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:00"",""close"":""15:00""}]}",,44,Mother & Child,1,ACTIVE,07/21/2025,Verified online,"Childcare
Free, federally funded program covering children from birth to age five.
Must meet income eligibility requirements.",TRUE,FALSE,https://bakerripley.org/programs-and-services/head-start/,"https://www.google.com/maps/place/Cook+Road+Head+Start+Center/@29.7009903,-95.5977096,17z/data=!3m1!4b1!4m6!3m5!1s0x8640dd0e65d0d1e1:0xa0e155c8254ea668!8m2!3d29.7009857!4d-95.5951347!16s%2Fg%2F1tcxk4h0?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Harris,"Alief, Eldridge/West Oaks, Westside",BakerRipley,Alief
88,"[""99999""]",BakerRipley Head Start Fifth Street,3110 5th Street A,,Stafford,TX,77477,346-229-4609,"29.599330069282594, -95.55541559433046","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:00"",""close"":""15:00""}]}",,44,Mother & Child,1,ACTIVE,07/21/2025,Verified online,"Childcare
Free, federally funded program covering children from birth to age five.
Must meet income eligibility requirements.",TRUE,FALSE,https://bakerripley.org/programs-and-services/head-start/,"https://www.google.com/maps/place/8575+Pitner+Rd,+Houston,+TX+77080/@29.8285851,-95.5013535,20z/data=!4m6!3m5!1s0x8640c5b8fb651835:0xb55fd1ecd9e6a24a!8m2!3d29.8285805!4d-95.5010316!16s%2Fg%2F11c43xxb8c?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Fort Bend,"Clark Plaza One, Corporate Bus Park, Greenbriar Southwest, Stafford, The Fountains",BakerRipley,Stafford
89,"[""99999""]",BakerRipley Head Start George Family,500 Austin Street,,Richmond,TX,77469,832-759-5222,"29.578274832394154, -95.76101012248505","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:00"",""close"":""15:00""}]}",,44,Mother & Child,1,ACTIVE,07/21/2025,Verified online,"Childcare
Free, federally funded program covering children from birth to age five.
Must meet income eligibility requirements.",TRUE,FALSE,https://bakerripley.org/programs-and-services/head-start/,"https://www.google.com/maps/place/Head+Start+-+George+Family+Development+Center/@29.5781022,-95.7636494,17z/data=!3m1!4b1!4m6!3m5!1s0x86411e70a4572c79:0x5e6f69c45016b56d!8m2!3d29.5780976!4d-95.7610745!16s%2Fg%2F1262c87fr?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Fort Bend,"Greatwood, Richmond",BakerRipley,Richmond
90,"[""99999""]",BakerRipley Head Start Hiram Clarke,3810 W Fuqua Street,,Houston,TX,77045,713-491-6178,"29.614074037423617, -95.4333683014444","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:00"",""close"":""15:00""}]}",,44,Mother & Child,1,ACTIVE,07/21/2025,Verified online,"Childcare
Free, federally funded program covering children from birth to age five.
Must meet income eligibility requirements.",TRUE,FALSE,https://bakerripley.org/programs-and-services/head-start/,"https://www.google.com/maps/place/Head+Start+-+Hiram+Clarke/@29.6141848,-95.4336097,19z/data=!4m15!1m8!3m7!1s0x8640eb0bd5c250d9:0x9e2bd941cb57211!2s3810+W+Fuqua+St,+Houston,+TX+77045!3b1!8m2!3d29.6141802!4d-95.432966!16s%2Fg%2F11mgpx7vvg!3m5!1s0x8640eb0a25265bb7:0x5a61b6e2b74a3bb!8m2!3d29.6140174!4d-95.4333801!16s%2Fg%2F1pxwnvhp_?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Harris,"Brentwood, Central Southwest, Hiram Clarke",BakerRipley,Central Southwest
91,"[""99999""]",BakerRipley Head Start Kenforest,1535 Kenforest Drive,,Missouri City,TX,77489,832-810-3673,"29.60432157328024, -95.52603002885515","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:00"",""close"":""15:00""}]}",,44,Mother & Child,1,ACTIVE,07/21/2025,Verified online,"Childcare
Free, federally funded program covering children from birth to age five.
Must meet income eligibility requirements.",TRUE,FALSE,https://bakerripley.org/programs-and-services/head-start/,"https://www.google.com/maps/place/BakerRipley+Head+Start+-+Kenforest/@29.6041536,-95.5285942,17z/data=!3m1!4b1!4m6!3m5!1s0x8640e9c4e38ffe19:0x75b36a42d92269a1!8m2!3d29.604149!4d-95.5260193!16s%2Fg%2F11x8m8ft8p?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Fort Bend,"Missouri City, Olde Missouri City Market Place, Quail Green South, Quail Valley, Sta-mo Annex",BakerRipley,Missouri City
92,"[""99999""]",BakerRipley Head Start Kingdom Builder,6011 W Orem,,Houston,TX,77085,713-733-2953,"29.62611907332759, -95.4710697827873","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:00"",""close"":""15:00""}]}",,44,Mother & Child,1,ACTIVE,07/21/2025,Verified online,"Childcare
Free, federally funded program covering children from birth to age five.
Must meet income eligibility requirements.",TRUE,FALSE,https://bakerripley.org/programs-and-services/head-start/,"https://www.google.com/maps/place/Head+Start-+Kingdom+Builders'+Center/@29.6155841,-95.5086264,15z/data=!4m10!1m2!2m1!1sbakerripley+head+start+kingdom!3m6!1s0x8640eb2b58ddca71:0x2a1436a05aecabb!8m2!3d29.625401!4d-95.4712093!15sCh5iYWtlcnJpcGxleSBoZWFkIHN0YXJ0IGtpbmdkb22SARFoZWFkX3N0YXJ0X2NlbnRlcqoBXxABKhYiEmhlYWQgc3RhcnQga2luZ2RvbSgAMh8QASIbAvUOoj5TeG5nv6UM0_j0lOt4kVoep-M3H2UbMiIQAiIeYmFrZXJyaXBsZXkgaGVhZCBzdGFydCBraW5nZG9t4AEA!16s%2Fg%2F11x6y0kbrp?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Harris,"Central Southwest, Fondren Gardens, Hiram Clarke, Willowbend",BakerRipley,Central Southwest
93,"[""99999""]",BakerRipley Head Start Klein,6447 Prestwood Drive,,Houston,TX,77081,713-988-6265,"29.717414497689596, -95.49502786737565","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:00"",""close"":""15:00""}]}",,44,Mother & Child,1,ACTIVE,07/21/2025,Verified online,"Childcare
Free, federally funded program covering children from birth to age five.
Must meet income eligibility requirements.",TRUE,FALSE,https://bakerripley.org/programs-and-services/head-start/,"https://www.google.com/maps/place/Klein+Early+Head+Start%2FHead+Start/@29.7173682,-95.4951888,21z/data=!4m15!1m8!3m7!1s0x8640c23441127843:0x92ee027a0a25da88!2s6447+Prestwood+Dr,+Houston,+TX+77081!3b1!8m2!3d29.7173636!4d-95.4950279!16s%2Fg%2F11b8v5k9by!3m5!1s0x8640c23441c06825:0x3e3cde99b3f97dc!8m2!3d29.7174035!4d-95.4950293!16s%2Fg%2F1tqcllqj?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Harris,Gulfton,BakerRipley,Gulfton
94,"[""99999""]",BakerRipley Head Start Missouri City,1424 FM 1092,,Missouri City,TX,77459,346--585-8001,"29.598986108452095, -95.56489988046107","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:00"",""close"":""15:00""}]}",,44,Mother & Child,1,ACTIVE,07/21/2025,Verified online,"Childcare
Free, federally funded program covering children from birth to age five.
Must meet income eligibility requirements.",TRUE,FALSE,https://bakerripley.org/programs-and-services/head-start/,"https://www.google.com/maps/place/1424+FM+1092+Rd,+Missouri+City,+TX+77459/@29.5989383,-95.5655302,19z/data=!4m6!3m5!1s0x8640e61ef253d823:0x321bca4a29430758!8m2!3d29.5989337!4d-95.5648865!16s%2Fg%2F11bw41rwrk?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Fort Bend,"Missouri City, Plantation Park, Sienna",BakerRipley,Missouri City
95,"[""99999""]",BakerRipley Head Start Neff,8200 Carvel Lane,,Houston,TX,77036,713-778-6720,"29.69825387545011, -95.52935340460921","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:00"",""close"":""15:00""}]}",,44,Mother & Child,1,ACTIVE,07/21/2025,Verified online,"Childcare
Free, federally funded program covering children from birth to age five.
Must meet income eligibility requirements.",TRUE,FALSE,https://bakerripley.org/programs-and-services/head-start/,"https://www.google.com/maps/place/Neff+Early+Learning+Center/@29.6976527,-95.5317781,17z/data=!3m1!4b1!4m6!3m5!1s0x8640c2f2b75a3d07:0x74e590993aba83e4!8m2!3d29.6976481!4d-95.5292032!16s%2Fg%2F11g6nkgvdf?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Harris,"Chinatown, Sharpstown, Westside",BakerRipley,Sharpstown
96,"[""99999""]",BakerRipley Head Start Pitner Road,8575 Pitner Road,Building 1,Houston,TX,77080,713-779-4856,"29.828610113385803, -95.50103029369966","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:00"",""close"":""15:00""}]}",,44,Mother & Child,1,ACTIVE,07/21/2025,Verified online,"Childcare
Free, federally funded program covering children from birth to age five.
Must meet income eligibility requirements.",TRUE,FALSE,https://bakerripley.org/programs-and-services/head-start/,"https://www.google.com/maps/place/8575+Pitner+Rd,+Houston,+TX+77080/@29.8285851,-95.5013535,20z/data=!4m6!3m5!1s0x8640c5b8fb651835:0xb55fd1ecd9e6a24a!8m2!3d29.8285805!4d-95.5010316!16s%2Fg%2F11c43xxb8c?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Harris,"Northwest Houston, Spring Branch Central",BakerRipley,Spring Branch Central
97,"[""99999""]",BakerRipley Head Start Regency,7207 Regency Square Blvd,,Houston,TX,77036,346-867-3638,"29.715666917716927, -95.50945774665006","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:00"",""close"":""15:00""}]}",,44,Mother & Child,1,ACTIVE,07/21/2025,Verified online,"Childcare
Free, federally funded program covering children from birth to age five.
Must meet income eligibility requirements.
Also has a list of low-cost spay/neuter clinics.",TRUE,FALSE,https://bakerripley.org/programs-and-services/head-start/,"https://www.google.com/maps/place/Regency+Square+Early+Head+Start%2FHead+Start%2FHome+Based/@29.7151963,-95.5119039,17z/data=!3m2!4b1!5s0x8640c25200698aab:0x96e1b52a042a82d!4m6!3m5!1s0x8640c238316c3b35:0x3721a8c9292a221!8m2!3d29.7151917!4d-95.509329!16s%2Fm%2F076jbnn?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Harris,"Chinatown, Sharpstown, Westside",BakerRipley,Sharpstown
98,"[""99999""]",BakerRipley Head Start Sharpview,12280 Sharpview Drive,,Houston,TX,77072,713-669-5287,"29.700519244173545, -95.59550452885955","{""regular"":[{""days"":[""Mo"",""Tu"",""We"",""Th"",""Fr""],""open"":""07:00"",""close"":""15:00""}]}",,44,Mother & Child,1,ACTIVE,07/21/2025,Verified online,"Childcare
Free, federally funded program covering children from birth to age five.
Must meet income eligibility requirements.",TRUE,FALSE,https://bakerripley.org/programs-and-services/head-start/,"https://www.google.com/maps/place/Sharpview+Head+Start/@29.7002862,-95.5980687,16z/data=!3m1!4b1!4m6!3m5!1s0x8640dd0dd5645d1d:0xcce010319c5a7018!8m2!3d29.7002816!4d-95.5954938!16s%2Fg%2F1th57cky?entry=ttu&g_ep=EgoyMDI1MDcxNi4wIKXMDSoASAFQAw%3D%3D",,Harris,Alief,BakerRipley,Alief
